"preset","siteId","service","kind","requestedHostname","currentHostname","browserStatus","visualNote","readyState","bodyTextLength","imageCount","completeImageCount","resourceCount","failedResourceCount","mainStatus","mainProtocol","mainTtfbMs","protocols","rootRoute","rootDns","rootMatchedRule","rootMatchedRuleSet","routeDecisions","dnsDecisions","ipFamilies","generationCount","mixedRouting","captureId"
"russia","su_suffix",".su suffix route","diagnostic","ripn.su","ripn.su","PASS","Diagnostic page visually loaded with privacy redaction","complete","1651","24","11","54","2","200","h2","143.59","h2|http/1.1|UNKNOWN","DIRECT","DIRECT","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","IPv4","1","NO","20260731T074410Z-387e038c"
"russia","rf_suffix",".xn--p1ai suffix route","diagnostic","xn--80aa3ak5a.xn--p1ai","xn--80aa3ak5a.xn--p1ai","PASS","Diagnostic page visually loaded with privacy redaction","complete","7495","60","60","128","2","200","h2","170.27","h2|UNKNOWN|http/1.1","DIRECT","DIRECT","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","IPv4","1","NO","20260731T074422Z-d107936c"
"global","gosuslugi","Gosuslugi","mandatory","www.gosuslugi.ru","www.gosuslugi.ru","VPN DETECTED","Visual page explicitly requests disabling VPN","complete","104","0","0","5","0","302","http/1.1","472.45","http/1.1|h2","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081103Z-321206c2"
"global","esia","ESIA","mandatory","esia.gosuslugi.ru","esia.gosuslugi.ru","VPN DETECTED","Visual page explicitly requests disabling VPN","complete","104","0","0","5","0","302","http/1.1","432.59","http/1.1|h2","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081117Z-f75adeeb"
"global","goskey","Goskey public page","mandatory","goskey.ru","goskey.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","925","5","5","18","2","200","http/1.1","471.73","http/1.1|h2|UNKNOWN|h3","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081128Z-d1384d35"
"global","nalog","Nalog","mandatory","www.nalog.gov.ru","www.nalog.gov.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","4294","40","40","108","9","301","h2","13.04","h2|UNKNOWN|http/1.1","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081138Z-77a7ef4d"
"global","mos","Mos.ru","mandatory","www.mos.ru","chromewebdata","INCONCLUSIVE","Visual ERR_TIMED_OUT through Global VPN","complete","157","0","0","2","2","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T082924Z-67095a0d"
"global","cbr","Central Bank","mandatory","cbr.ru","cbr.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","3827","18","18","78","3","200","h2","398.51","h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081357Z-f5a1a8b4"
"global","sbp","SBP","mandatory","sbp.nspk.ru","sbp.nspk.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","2265","55","10","155","6","200","h2","10.26","h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081408Z-2991c33c"
"global","sber","Sber","mandatory","www.sberbank.ru","www.sberbank.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","3375","38","19","181","73","200","h2","656.76","h2|UNKNOWN|http/1.1","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T103508Z-4d9392ed"
"global","tbank","T-Bank","mandatory","www.tbank.ru","www.tbank.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","6576","184","174","274","30","200","h2","1206.5","h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081429Z-45b5fe18"
"global","alfa","Alfa-Bank","mandatory","alfabank.ru","chromewebdata","INCONCLUSIVE","Same Chrome TLS-chain failure in Direct, Russia and Global","complete","208","0","0","1","1","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081443Z-158fea97"
"global","vtb","VTB","mandatory","www.vtb.ru","www.vtb.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","3726","57","24","128","18","200","http/1.1","1043.35","http/1.1|h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081454Z-1a2b2675"
"global","gazprombank","Gazprombank","mandatory","www.gazprombank.ru","www.gazprombank.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","18431","107","107","401","14","200","h2","808.12","h2|UNKNOWN|http/1.1","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081506Z-5c9901af"
"global","raiffeisen","Raiffeisen","mandatory","www.raiffeisen.ru","www.raiffeisen.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","2041","9","9","76","4","200","http/1.1","997.19","http/1.1|h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081520Z-75e51a29"
"global","sovcombank","Sovcombank","mandatory","sovcombank.ru","sovcombank.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","6467","66","63","89","13","200","h2","1095.3","h2|UNKNOWN|http/1.1","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081533Z-ec2620b3"
"global","yandex","Yandex","mandatory","yandex.ru","chromewebdata","TRANSPORT PASS / APPLICATION REJECTED","Visual ERR_CONNECTION_CLOSED through Global VPN","complete","154","0","0","3","2","302","h2","6.25","h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv6","1","NO","20260731T081544Z-51e8ab7d"
"global","yandex_search","Yandex Search","mandatory","yandex.ru","chromewebdata","TRANSPORT PASS / APPLICATION REJECTED","Visual ERR_CONNECTION_CLOSED through Global VPN","complete","156","0","0","2","2","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv6","1","NO","20260731T081557Z-1028caf3"
"global","yandex_maps","Yandex Maps","mandatory","yandex.ru","chromewebdata","TRANSPORT PASS / APPLICATION REJECTED","Visual ERR_CONNECTION_CLOSED through Global VPN","complete","156","0","0","2","2","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv6","1","NO","20260731T081610Z-7801f8f3"
"global","yandex_music","Yandex Music","mandatory","music.yandex.ru","chromewebdata","TRANSPORT PASS / APPLICATION REJECTED","Visual ERR_CONNECTION_CLOSED through Global VPN","complete","162","0","0","2","2","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv6","1","NO","20260731T081622Z-7b25c63f"
"global","kinopoisk","Kinopoisk","mandatory","www.kinopoisk.ru","chromewebdata","TRANSPORT PASS / APPLICATION REJECTED","Visual ERR_CONNECTION_CLOSED through Global VPN","complete","163","0","0","2","2","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv6","1","NO","20260731T081635Z-ec930e51"
"global","wildberries","Wildberries","mandatory","www.wildberries.ru","www.wildberries.ru","VPN DETECTED","Visual Wildberries VPN warning","complete","162","2","2","174","23","200","h3","702.06","h3|h2|http/1.1|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T081647Z-f906ff6f"
"global","ozon","Ozon","mandatory","www.ozon.ru","www.ozon.ru","VPN DETECTED","Visual Ozon proxy/VPN connection warning","complete","190","1","1","5","2","307","h3","917.38","h3|h2","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081659Z-94737696"
"global","avito","Avito","mandatory","www.avito.ru","m.avito.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","1646","26","26","245","81","301","h2","833.27","h2|UNKNOWN|h3|http/1.1","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T081711Z-c482d792"
"global","megamarket","Megamarket","mandatory","megamarket.ru","megamarket.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","1019","29","28","172","62","200","h2","896.18","h2|http/1.1|h3|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T081725Z-ceda5625"
"global","yandex_market","Yandex Market","mandatory","market.yandex.ru","chromewebdata","TRANSPORT PASS / APPLICATION REJECTED","Visual ERR_CONNECTION_CLOSED through Global VPN","complete","163","0","0","2","2","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv6","1","NO","20260731T081739Z-97269f47"
"global","vk","VK","mandatory","vk.com","m.vk.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","242","1","1","186","18","301","h2","5.77","h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081751Z-cc54a842"
"global","mail","Mail.ru","mandatory","mail.ru","chromewebdata","TRANSPORT PASS / APPLICATION REJECTED","Visual ERR_CONNECTION_CLOSED through Global VPN","complete","154","0","0","2","2","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv6|IPv4","1","NO","20260731T081806Z-ac9ab343"
"global","ok","OK","mandatory","ok.ru","ok.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","344","17","1","387","15","200","h2","911.25","h2|UNKNOWN|http/1.1|h3","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T081819Z-a2728a6b"
"global","dzen","Dzen","mandatory","dzen.ru","chromewebdata","TRANSPORT PASS / APPLICATION REJECTED","Visual ERR_CONNECTION_CLOSED through Global VPN","complete","154","0","0","2","2","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv6","1","NO","20260731T081831Z-27ffff6a"
"global","twogis","2GIS","mandatory","2gis.ru","2gis.ru","VPN DETECTED","Visual 2GIS VPN warning","complete","1243","3","3","117","48","200","h2","982.81","h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T081844Z-e1b8eba6"
"global","rutube","Rutube","mandatory","rutube.ru","rutube.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","9469","301","154","272","36","200","http/1.1","2507.16","http/1.1|h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T081856Z-293f5b67"
"global","rustore","RuStore","mandatory","www.rustore.ru","www.rustore.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","12057","419","98","161","21","200","h2","874.04","h2|UNKNOWN|http/1.1","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T081913Z-47cdabd5"
"global","rzd","RZD","mandatory","www.rzd.ru","chromewebdata","INCONCLUSIVE","Visual ERR_TIMED_OUT through Global VPN","complete","157","0","0","2","2","","UNKNOWN","","UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T083030Z-93a65d80"
"global","aeroflot","Aeroflot","mandatory","www.aeroflot.ru","www.aeroflot.ru","FOREIGN GEO BLOCKED","Visual access restriction page through Global VPN","complete","310","1","0","3","1","200","h2","907.04","h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T082119Z-de0b5e23"
"global","hh","HH","mandatory","hh.ru","hh.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","4888","32","28","180","40","200","h2","4987.92","h2|UNKNOWN|http/1.1","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T082130Z-a3b09cdf"
"global","ria","RIA","mandatory","ria.ru","ria.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","6087","44","36","183","44","200","h2","829.34","h2|UNKNOWN|http/1.1|websocket","VPN","REMOTE","final","","VPN","REMOTE","IPv6|IPv4","1","NO","20260731T082148Z-280e3c00"
"global","lenta","Lenta","mandatory","lenta.ru","lenta.ru","PASS","Visual page, DOM and essential resource shell loaded","complete","1494","107","5","251","69","200","h2","741.7","h2|http/1.1|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv6|IPv4","1","NO","20260731T082202Z-760fd8f2"
"global","ru_public_exit","RU public exit","diagnostic","2ip.ru","2ip.ru","PASS","Diagnostic page visually loaded with privacy redaction","complete","1411","3","3","33","7","503","h2","591.28","h2|UNKNOWN|h3","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T103336Z-61e146e9"
"global","global_public_exit","Global public exit","diagnostic","ipinfo.io","ipinfo.io","PASS","Diagnostic page visually loaded with privacy redaction","complete","6962","30","6","27","6","200","h2","4.16","h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T103351Z-0cc4ea9a"
"global","ipv6","IPv6","diagnostic","test-ipv6.com","test-ipv6.com","PASS","Diagnostic page visually loaded with privacy redaction","complete","1000","7","7","23","13","200","http/1.1","4.41","http/1.1|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T103408Z-cafd000f"
"global","dns_region","DNS region","diagnostic","browserleaks.com","browserleaks.com","PASS","Diagnostic page visually loaded with privacy redaction","complete","3379","81","81","60","0","200","h2","898.22","h2|http/1.1","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T103422Z-b549a4d6"
"global","webrtc","WebRTC","diagnostic","browserleaks.com","browserleaks.com","PASS","Diagnostic page visually loaded with privacy redaction","complete","936","4","4","11","1","200","h2","558.64","h2|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T103437Z-45011c13"
"global","browser_consistency","Timezone and language","diagnostic","browserleaks.com","browserleaks.com","PASS","Diagnostic page visually loaded with privacy redaction","complete","5567","0","0","9","0","200","h2","611.24","h2","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T103452Z-091a1fa9"
"global","su_suffix",".su suffix route","diagnostic","ripn.su","ripn.su","PASS","Diagnostic page visually loaded with privacy redaction","complete","1651","24","11","46","4","200","h2","732","h2|UNKNOWN|http/1.1","VPN","REMOTE","final","","VPN","REMOTE","IPv4|IPv6","1","NO","20260731T082318Z-13cfe096"
"global","rf_suffix",".xn--p1ai suffix route","diagnostic","xn--80aa3ak5a.xn--p1ai","xn--80aa3ak5a.xn--p1ai","PASS","Diagnostic page visually loaded with privacy redaction","complete","7495","60","60","136","9","200","h2","694.59","h2|http/1.1|UNKNOWN","VPN","REMOTE","final","","VPN","REMOTE","IPv4","1","NO","20260731T082333Z-0729ed3a"
