"preset","siteId","kind","hostname","resolvedIpHash","ipVersion","matchedRule","matchedRuleSet","route","dns","protocol","generation","eventCount"
"russia","gosuslugi","dns","cbr.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","2"
"russia","gosuslugi","dns","cbr.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","gosuslugi","dns","cbr.ru","hmac-sha256:e2494572cce0735628ecc3886e8e812a","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","gosuslugi","route","cbr.ru","hmac-sha256:e2494572cce0735628ecc3886e8e812a","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","gosuslugi","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","16"
"russia","gosuslugi","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","32"
"russia","gosuslugi","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","32"
"russia","gosuslugi","dns","www.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","2"
"russia","gosuslugi","dns","www.gosuslugi.ru","hmac-sha256:81dbe330416294fac29d14405f6f07b2","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","gosuslugi","dns","www.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","gosuslugi","dns","www.gosuslugi.ru","hmac-sha256:dab02a5c99e7df07066b3c47b383790d","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","gosuslugi","dns","www.gosuslugi.ru","hmac-sha256:7a0f3c5332bb6c34b64fe24912082d79","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","gosuslugi","dns","www.gosuslugi.ru","hmac-sha256:bfb59498643182799bfdab7973368b04","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","gosuslugi","dns","www.gosuslugi.ru","hmac-sha256:88a9a39839353967cd49d749aa42f61d","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","gosuslugi","dns","www.gosuslugi.ru","hmac-sha256:fde388f8152ad5c6314f170ee7cf580d","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","gosuslugi","dns","www.gosuslugi.ru","hmac-sha256:0da8ca947def2e5ab78cf0de5963470e","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","gosuslugi","dns","www.gosuslugi.ru","hmac-sha256:adf4e3ef034208ecd4a74a8a7c355c2a","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","gosuslugi","route","www.gosuslugi.ru","hmac-sha256:81dbe330416294fac29d14405f6f07b2","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","gosuslugi","dns","bot.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","gosuslugi","dns","bot.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","gosuslugi","dns","bot.gosuslugi.ru","hmac-sha256:62e51f46daa9e0e7e8c280a42f99d3bc","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","gosuslugi","dns","bot.gosuslugi.ru","hmac-sha256:ab560eed34c3601e40aac2b2279b58f4","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","gosuslugi","route","bot.gosuslugi.ru","hmac-sha256:62e51f46daa9e0e7e8c280a42f99d3bc","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","esia","dns","esia.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","10"
"russia","esia","dns","esia.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","esia","dns","esia.gosuslugi.ru","hmac-sha256:20b1785170528338f068a74609d2a2ce","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","10"
"russia","esia","dns","esia.gosuslugi.ru","hmac-sha256:d4990a490769115fa7f0ace1fd240189","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","10"
"russia","esia","route","esia.gosuslugi.ru","hmac-sha256:20b1785170528338f068a74609d2a2ce","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","10"
"russia","esia","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","8"
"russia","esia","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","8"
"russia","esia","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","4"
"russia","esia","dns","sfd.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","esia","dns","sfd.gosuslugi.ru","hmac-sha256:286ea7bdf534aa0af59327a08c1fc3f5","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","esia","dns","sfd.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","esia","route","sfd.gosuslugi.ru","hmac-sha256:286ea7bdf534aa0af59327a08c1fc3f5","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","esia","route","www.gosuslugi.ru","hmac-sha256:81dbe330416294fac29d14405f6f07b2","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","goskey","dns","goskey.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","2"
"russia","goskey","dns","goskey.ru","hmac-sha256:63949691769ee15e734484359b2e5571","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","goskey","dns","goskey.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","goskey","route","goskey.ru","hmac-sha256:63949691769ee15e734484359b2e5571","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","goskey","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","12"
"russia","goskey","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","24"
"russia","goskey","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","24"
"russia","nalog","dns","www.nalog.gov.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","2"
"russia","nalog","dns","www.nalog.gov.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","nalog","dns","www.nalog.gov.ru","hmac-sha256:32e3bcfc4f578faf3868a23da718eda9","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","nalog","route","www.nalog.gov.ru","hmac-sha256:32e3bcfc4f578faf3868a23da718eda9","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","nalog","dns","data.nalog.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","nalog","dns","data.nalog.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","nalog","dns","data.nalog.ru","hmac-sha256:32e3bcfc4f578faf3868a23da718eda9","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","nalog","route","data.nalog.ru","hmac-sha256:32e3bcfc4f578faf3868a23da718eda9","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","6"
"russia","nalog","dns","pos.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","nalog","dns","pos.gosuslugi.ru","hmac-sha256:fbe00539d2f92adfee9b3eb52921608d","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","nalog","dns","pos.gosuslugi.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","nalog","route","pos.gosuslugi.ru","hmac-sha256:fbe00539d2f92adfee9b3eb52921608d","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","4"
"russia","nalog","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","4"
"russia","nalog","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","8"
"russia","nalog","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","8"
"russia","nalog","dns","chat-bot.nalog.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","nalog","dns","chat-bot.nalog.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","nalog","dns","chat-bot.nalog.ru","hmac-sha256:5c046a9b953d5a862bb66e0737104bb1","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","nalog","route","chat-bot.nalog.ru","hmac-sha256:5c046a9b953d5a862bb66e0737104bb1","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","4"
"russia","mos","dns","www.mos.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","5"
"russia","mos","dns","static3.mos.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","mos","dns","static3.mos.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","mos","dns","www.mos.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","mos","dns","www.mos.ru","hmac-sha256:081ac1b0207103185b09b9a4fc5c989f","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","5"
"russia","mos","dns","static3.mos.ru","hmac-sha256:ea286b6f81b65118f1e82314172e991b","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","mos","dns","static3.mos.ru","hmac-sha256:081ac1b0207103185b09b9a4fc5c989f","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","mos","dns","static3.mos.ru","hmac-sha256:0d2f8842384c3c880d5449b4e6538e72","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","mos","dns","static3.mos.ru","hmac-sha256:2ffca7d4cf8cefbd2a1b077222325ef5","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","mos","dns","static3.mos.ru","hmac-sha256:2a516ae9432d4571c96b437b84efbc17","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","mos","dns","static3.mos.ru","hmac-sha256:9c7f8b9df7f9847e3e96615b2b00bdb6","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","mos","route","www.mos.ru","hmac-sha256:081ac1b0207103185b09b9a4fc5c989f","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","mos","route","static3.mos.ru","hmac-sha256:ea286b6f81b65118f1e82314172e991b","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","mos","dns","sentry.mos.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","mos","dns","sentry.mos.ru","hmac-sha256:5336bb1face3d9bf74a8345b2dd62c69","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","mos","dns","sentry.mos.ru","hmac-sha256:696debb206114e290a0ac84075d68440","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","mos","dns","sentry.mos.ru","hmac-sha256:603e6e606935fc8995249807c5ee33c8","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","mos","dns","sentry.mos.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","mos","route","sentry.mos.ru","hmac-sha256:5336bb1face3d9bf74a8345b2dd62c69","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","mos","dns","stats.mos.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","40"
"russia","mos","dns","stats.mos.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","20"
"russia","mos","dns","stats.mos.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","40"
"russia","mos","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","8"
"russia","mos","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","4"
"russia","mos","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","8"
"russia","mos","dns","top-fwz1.mail.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","4"
"russia","mos","dns","top-fwz1.mail.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","8"
"russia","mos","dns","top-fwz1.mail.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","8"
"russia","mos","dns","login.mos.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","2"
"russia","mos","dns","login.mos.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","mos","dns","login.mos.ru","hmac-sha256:9c7f8b9df7f9847e3e96615b2b00bdb6","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","mos","route","login.mos.ru","hmac-sha256:9c7f8b9df7f9847e3e96615b2b00bdb6","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","mos","dns","report.appmetrica.yandex.net","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","2"
"russia","mos","dns","report.appmetrica.yandex.net","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","2"
"russia","cbr","dns","cbr.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785491550343729","2"
"russia","cbr","dns","cbr.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785491550343729","1"
"russia","cbr","dns","cbr.ru","hmac-sha256:9502ffc794b9e36263fb2a9be455f558","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785491550343729","2"
"russia","cbr","route","cbr.ru","hmac-sha256:9502ffc794b9e36263fb2a9be455f558","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785491550343729","1"
"russia","cbr","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785491550343729","8"
"russia","cbr","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785491550343729","4"
"russia","cbr","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785491550343729","8"
"russia","sbp","dns","sbp.nspk.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","2"
"russia","sbp","dns","sbp.nspk.ru","hmac-sha256:5ef3a3c87173c45a5819caf1ab29a2ab","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","sbp","dns","sbp.nspk.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","sbp","route","sbp.nspk.ru","hmac-sha256:5ef3a3c87173c45a5819caf1ab29a2ab","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","sbp","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","8"
"russia","sbp","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","8"
"russia","sbp","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","4"
"russia","sber","dns","www.sberbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","5"
"russia","sber","dns","www.sberbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","sber","dns","www.sberbank.ru","hmac-sha256:369887e13bcfbda463ccd8faaa313750","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","5"
"russia","sber","route","www.sberbank.ru","hmac-sha256:369887e13bcfbda463ccd8faaa313750","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","3"
"russia","sber","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","2"
"russia","sber","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","4"
"russia","sber","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","4"
"russia","sber","dns","id.sber.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","3"
"russia","sber","dns","id.sber.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","2"
"russia","sber","dns","id.sber.ru","hmac-sha256:7ad1edb486688f957399a7e3d01c6218","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","3"
"russia","sber","route","id.sber.ru","hmac-sha256:7ad1edb486688f957399a7e3d01c6218","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","4"
"russia","sber","dns","visor.sberbank.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","4"
"russia","sber","dns","visor.sberbank.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","8"
"russia","sber","dns","visor.sberbank.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","8"
"russia","sber","dns","ext.clickstream.sberbank.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","12"
"russia","sber","dns","ext.clickstream.sberbank.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","24"
"russia","sber","dns","ext.clickstream.sberbank.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","24"
"russia","sber","dns","cms-res-web.online.sberbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","sber","dns","cms-res-web.online.sberbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","sber","dns","cms-res-web.online.sberbank.ru","hmac-sha256:baffafdfcda780f14cb58f027be402a1","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","sber","route","cms-res-web.online.sberbank.ru","hmac-sha256:baffafdfcda780f14cb58f027be402a1","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","tbank","dns","www.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","7"
"russia","tbank","dns","www.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","tbank","dns","www.tbank.ru","hmac-sha256:90a7ef3579584000d8caebda365c15d0","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","7"
"russia","tbank","route","www.tbank.ru","hmac-sha256:90a7ef3579584000d8caebda365c15d0","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","tbank","dns","cdn.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","3"
"russia","tbank","dns","cdn.tbank.ru","hmac-sha256:0d4f58e43773ad028d4207453b4b8aa2","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","3"
"russia","tbank","dns","cdn.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","tbank","route","cdn.tbank.ru","hmac-sha256:0d4f58e43773ad028d4207453b4b8aa2","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","7"
"russia","tbank","dns","mddc.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","tbank","dns","le.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","tbank","dns","hrc.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","tbank","dns","freessl.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","tbank","dns","api.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","tbank","dns","mddc.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","tbank","dns","mddc.tbank.ru","hmac-sha256:06470e7101f03fa1acfe5bc312d0e048","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","tbank","dns","le.tbank.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
